id,name,parents,children,ancestors,obsolete,format-version,data-version,property_value,ontology,xref,is_a,http://www.orpha.net/ORDO/Orphanet_410295,http://www.orpha.net/ORDO/Orphanet_317345,http://www.orpha.net/ORDO/Orphanet_317343,http://www.orpha.net/ORDO/Orphanet_327767,http://www.orpha.net/ORDO/Orphanet_317349,http://www.orpha.net/ORDO/Orphanet_317348,http://www.orpha.net/ORDO/Orphanet_410296,http://www.orpha.net/ORDO/Orphanet_317344,http://www.orpha.net/ORDO/Orphanet_465410,http://www.orpha.net/ORDO/Orphanet_317346,xref_new,icd10,mesh,meddra,umls,omim,icd11,ensembl,genatlas,hgnc,swissprot,reactome,iuphar
371436,Genetic neurovascular malformation,183503; 557492,NA,C001; 557492; 98053; 71859; 183503; 371436,FALSE,NA,NA,NA,NA,NA,183503; 557492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371439,OBSOLETE: Genetic cerebrovascular dementia,C051,NA,C041; C050; C051; 371439,FALSE,NA,NA,NA,NA,NA,C051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371442,Sphingolipidosis with epilepsy,225681; 557492,309144,C001; 557492; 98006; 101998; 98053; 71859; 183512; 166481; 225681; 371442,FALSE,NA,NA,NA,NA,NA,225681; 557492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371445,Genetic syndromic esophageal malformation,557492; 88993,NA,C001; 557492; 98053; 183530; 183545; 165711; 93890; 98039; 88993; 371445,FALSE,NA,NA,NA,NA,NA,557492; 88993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371601,TBC1 domain family member 7,410298,NA,C010; 410298; 371601,FALSE,NA,NA,NA,NA,ensembl:ensg00000145979; genatlas:tbc1d7; hgnc:21066; omim:612655; reactome:q9p0n9; swissprot:q9p0n9,410298,268920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371844,solute carrier family 24 member 5,410298,NA,C010; 410298; 371844,FALSE,NA,NA,NA,NA,ensembl:ensg00000188467; genatlas:slc24a5; hgnc:20611; iuphar:1049; omim:609802; reactome:q71rs6; swissprot:q71rs6,410298,NA,NA,370097,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371861,Genetic hyperaldosteronism,183637; 557492,235936,C001; 557492; 98053; 156638; 183637; 371861,FALSE,NA,NA,NA,NA,icd10:e26.0,183637; 557492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371931,dynein 2 intermediate chain 2,410298,NA,C010; 410298; 371931,FALSE,NA,NA,NA,NA,ensembl:ensg00000119333; genatlas:wdr34; hgnc:28296; omim:613363; reactome:q96ex3; swissprot:q96ex3,410298,NA,NA,474; 93271,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371936,serpin family B member 7,410298,NA,C010; 410298; 371936,FALSE,NA,NA,NA,NA,ensembl:ensg00000166396; genatlas:serpinb7; hgnc:13902; omim:603357; swissprot:o75635,410298,140966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371941,dachsous cadherin-related 1,410298,NA,C010; 410298; 371941,FALSE,NA,NA,NA,NA,ensembl:ensg00000166341; genatlas:dchs1; hgnc:13681; omim:603057; swissprot:q96jq0,410298,741,NA,314679,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
371950,FAT atypical cadherin 4,410298,NA,C010; 410298; 371950,FALSE,NA,NA,NA,NA,ensembl:ensg00000196159; genatlas:fat4; hgnc:23109; omim:612411; swissprot:q6v0i7,410298,NA,NA,2136; 314679,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37202,Interstitial cystitis,377788; 557493,NA,C001; 557493; 377788; 37202,FALSE,NA,NA,"C028 ""10.6"" xsd:float; C028 ""30.0"" xsd:float; C032 ""0.66"" xsd:float",NA,icd10:n30.1; icd11:gc00.3; mesh:d018856; meddra:10011796; umls:c0282488; umls:c0600040; umls:c1720830; umls:c3160917,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
373,Simpson-Golabi-Behmel syndrome,377789; 557493,NA,C001; 557493; 377789; 373,FALSE,NA,NA,"C024 ""250.0"" xsd:float",NA,icd10:q87.3; mesh:c537340; omim:312870; umls:c0796154,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
374,Goldenhar syndrome,C044,NA,C041; C042; C044; 374,FALSE,NA,NA,NA,NA,mesh:d006053; omim:164210; umls:c0265240; umls:c0432130,C044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
375,Anti-glomerular basement membrane disease,377788; 557493,NA,C001; 557493; 377788; 375,FALSE,NA,NA,"C028 ""0.2"" xsd:float; C032 ""0.06"" xsd:float; C032 ""0.08"" xsd:float; C032 ""0.179"" xsd:float",NA,icd10:m31.0+; icd10:n08.5*; icd11:mf85; meddra:10018620; omim:233450; umls:c0403529,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37553,Andersen-Tawil syndrome,377788; 557493,NA,C001; 557493; 377788; 37553,FALSE,NA,NA,"C028 ""0.08"" xsd:float; C028 ""0.1"" xsd:float; C032 ""0.1"" xsd:float",NA,icd10:g72.3; omim:170390; umls:c1563715,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37559,Acquired kinky hair syndrome,377788; 557493,NA,C001; 557493; 377788; 37559,FALSE,NA,NA,NA,NA,icd10:l67.8,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
375701,transforming growth factor beta receptor 3,410298,NA,C010; 410298; 375701,FALSE,NA,NA,NA,NA,ensembl:ensg00000069702; genatlas:tgfbr3; hgnc:11774; iuphar:1796; omim:600742; swissprot:q03167,410298,NA,NA,NA,231160,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376,Gordon syndrome,377789; 557493,NA,C001; 557493; 377789; 376,FALSE,NA,NA,NA,NA,icd10:q68.8; mesh:c537288; omim:114300; umls:c0220666,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37612,Episodic ataxia type 1,377788; 557493,NA,C001; 557493; 377788; 37612,FALSE,NA,NA,NA,NA,icd10:g11.8; omim:160120; umls:c1719788,377788; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37629,Neonatal neutropenia,C044,NA,C041; C042; C044; 37629,FALSE,NA,NA,NA,NA,meddra:10029358; umls:c0158997; umls:c0543693,C044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376401,trafficking protein particle complex subunit 11,410298,NA,C010; 410298; 376401,FALSE,NA,NA,NA,NA,ensembl:ensg00000168538; genatlas:trappc11; hgnc:25751; omim:614138; reactome:q7z392; swissprot:q7z392,410298,NA,NA,369847; 369840; 869,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376411,vacuolar protein sorting 45 homolog,410298,NA,C010; 410298; 376411,FALSE,NA,NA,NA,NA,ensembl:ensg00000136631; genatlas:vps45; hgnc:14579; omim:610035; reactome:q9nrw7; swissprot:q9nrw7,410298,NA,NA,369852,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376495,SZT2 subunit of KICSTOR complex,410298,NA,C010; 410298; 376495,FALSE,NA,NA,NA,NA,ensembl:ensg00000198198; genatlas:szt2; hgnc:29040; omim:615463; swissprot:q5t011,410298,NA,NA,442835,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376502,F-box and leucine rich repeat protein 4,410298,NA,C010; 410298; 376502,FALSE,NA,NA,NA,NA,ensembl:ensg00000112234; genatlas:fbxl4; hgnc:13601; omim:605654; reactome:q9uka2; swissprot:q9uka2,410298,369897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376535,DEAD-box helicase 59,410298,NA,C010; 410298; 376535,FALSE,NA,NA,NA,NA,ensembl:ensg00000118197; genatlas:ddx59; hgnc:25360; omim:615464; swissprot:q5t1v6,410298,NA,NA,2919,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376545,interphotoreceptor matrix proteoglycan 1,410298,NA,C010; 410298; 376545,FALSE,NA,NA,NA,NA,ensembl:ensg00000112706; genatlas:impg1; hgnc:6055; omim:602870; swissprot:q17r60,410298,NA,NA,251287; 791; 99000,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376557,adenosine monophosphate deaminase 2,410298,NA,C010; 410298; 376557,FALSE,NA,NA,NA,NA,ensembl:ensg00000116337; genatlas:ampd2; hgnc:469; omim:102771; reactome:q01433; swissprot:q01433,410298,369920,NA,401805,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376561,B cell receptor associated protein 31,410298,NA,C010; 410298; 376561,FALSE,NA,NA,NA,NA,ensembl:ensg00000185825; genatlas:bcap31; hgnc:16695; omim:300398; reactome:p51572; swissprot:p51572,410298,369939,NA,NA,NA,369942,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376567,ADAM metallopeptidase with thrombospondin type 1 motif 18,410298,NA,C010; 410298; 376567,FALSE,NA,NA,NA,NA,ensembl:ensg00000140873; genatlas:adamts18; hgnc:17110; iuphar:1690; omim:607512; reactome:q8te60; swissprot:q8te60,410298,NA,NA,369970,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376571,aryl hydrocarbon receptor nuclear translocator 2,410298,NA,C010; 410298; 376571,FALSE,NA,NA,NA,NA,ensembl:ensg00000172379; genatlas:arnt2; hgnc:16876; omim:606036; reactome:q9hbz2; swissprot:q9hbz2,410298,3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376575,lysine acetyltransferase 6A,410298,NA,C010; 410298; 376575,FALSE,NA,NA,NA,NA,ensembl:ensg00000083168; genatlas:kat6a; hgnc:13013; iuphar:2665; omim:601408; reactome:q92794; swissprot:q92794,410298,NA,NA,457193,NA,NA,370026,NA,NA,NA,NA,NA,,,,,,,,,,,,
376593,paired box 1,410298,NA,C010; 410298; 376593,FALSE,NA,NA,NA,NA,ensembl:ensg00000125813; genatlas:pax1; hgnc:8615; omim:167411; swissprot:p15863,410298,NA,NA,2792,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376599,coenzyme Q8B,410298,NA,C010; 410298; 376599,FALSE,NA,NA,NA,NA,ensembl:ensg00000123815; genatlas:adck4; hgnc:19041; iuphar:1928; omim:615567; swissprot:q96d53,410298,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376603,ribosomal protein L15,410298,NA,C010; 410298; 376603,FALSE,NA,NA,NA,NA,ensembl:ensg00000174748; genatlas:rpl15; hgnc:10306; omim:604174; reactome:p61313; swissprot:p61313,410298,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376724,Generalized isolated dystonia,156159; 557492,NA,C001; 557492; 98053; 71859; 183521; 496916; 391799; 98006; 102003; 494457; 68363; 156159; 376724,FALSE,NA,NA,NA,NA,icd10:g24.1,156159; 557492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376877,"sodium leak channel, non-selective",410298,NA,C010; 410298; 376877,FALSE,NA,NA,NA,NA,ensembl:ensg00000102452; genatlas:nalcn; hgnc:19082; iuphar:750; omim:611549; reactome:q8izf0; swissprot:q8izf0,410298,NA,NA,1146; 1147; 562528; 2053; 371364,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376888,leucyl-tRNA synthetase 1,410298,NA,C010; 410298; 376888,FALSE,NA,NA,NA,NA,ensembl:ensg00000133706; genatlas:lars; hgnc:6512; omim:151350; reactome:q9p2j5; swissprot:q9p2j5,410298,NA,NA,370088,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376898,methionyl-tRNA synthetase 1,410298,NA,C010; 410298; 376898,FALSE,NA,NA,NA,NA,ensembl:ensg00000166986; genatlas:mars; hgnc:6898; omim:156560; reactome:p56192; swissprot:p56192,410298,397735; 440427,NA,401835,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376910,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",410298,NA,C010; 410298; 376910,FALSE,NA,NA,NA,NA,ensembl:ensg00000153147; genatlas:smarca5; hgnc:11101; omim:603375; reactome:o60264; swissprot:o60264,410298,NA,NA,NA,NA,NA,370334,NA,NA,NA,NA,NA,,,,,,,,,,,,
376917,vascular endothelial growth factor C,410298,NA,C010; 410298; 376917,FALSE,NA,NA,NA,NA,ensembl:ensg00000150630; genatlas:vegfc; hgnc:12682; omim:601528; reactome:p49767; swissprot:p49767,410298,NA,NA,569821,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376942,xylosyltransferase 1,410298,NA,C010; 410298; 376942,FALSE,NA,NA,NA,NA,ensembl:ensg00000103489; genatlas:xylt1; hgnc:15516; omim:608124; reactome:q86y38; swissprot:q86y38,410298,1425; 370930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376959,TBC1 domain family member 20,410298,NA,C010; 410298; 376959,FALSE,NA,NA,NA,NA,ensembl:ensg00000125875; genatlas:tbc1d20; hgnc:16133; omim:611663; reactome:q96bz9; swissprot:q96bz9,410298,2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376965,FAM111 trypsin like peptidase B,410298,NA,C010; 410298; 376965,FALSE,NA,NA,NA,NA,ensembl:ensg00000189057; genatlas:fam111b; hgnc:24200; omim:615584; reactome:q6sj93; swissprot:q6sj93,410298,NA,NA,221043,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376969,endothelin 1,410298,NA,C010; 410298; 376969,FALSE,NA,NA,NA,NA,ensembl:ensg00000078401; genatlas:edn1; hgnc:3176; omim:131240; reactome:p05305; swissprot:p05305,410298,NA,NA,137888,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
376977,kelch like family member 41,410298,NA,C010; 410298; 376977,FALSE,NA,NA,NA,NA,ensembl:ensg00000239474; genatlas:klhl41; hgnc:16905; omim:607701; reactome:o60662; swissprot:o60662,410298,171433; 171436; 171430; 171439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377,Gorlin syndrome,377789; 557493,NA,C001; 557493; 377789; 377,FALSE,NA,NA,"C028 ""0.007"" xsd:float; C028 ""0.39"" xsd:float; C028 ""0.61"" xsd:float; C028 ""1.1"" xsd:float; C028 ""2.0"" xsd:float; C028 ""3.2"" xsd:float; C029 ""5.3"" xsd:float",NA,icd10:c44.9; meddra:10062804; omim:109400; umls:c0004779; umls:c0812437,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377025,cyclin dependent kinase 6,410298,NA,C010; 410298; 377025,FALSE,NA,NA,NA,NA,ensembl:ensg00000105810; genatlas:cdk6; hgnc:1777; iuphar:1978; omim:603368; reactome:q00534; swissprot:q00534,410298,NA,NA,2512,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377040,3-hydroxyacyl-CoA dehydratase 1,410298,NA,C010; 410298; 377040,FALSE,NA,NA,NA,NA,ensembl:ensg00000165996; genatlas:ptpla; hgnc:9639; omim:610467; reactome:b0yj81; swissprot:b0yj81,410298,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377052,signal sequence receptor subunit 4,410298,NA,C010; 410298; 377052,FALSE,NA,NA,NA,NA,ensembl:ensg00000180879; genatlas:ssr4; hgnc:11326; omim:300090; reactome:p51571; swissprot:p51571,410298,NA,NA,370927,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377069,plexin D1,410298,NA,C010; 410298; 377069,FALSE,NA,NA,NA,NA,ensembl:ensg00000004399; genatlas:plxnd1; hgnc:9107; omim:604282; reactome:q9y4d7; swissprot:q9y4d7,410298,NA,NA,570; 3384,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
37748,Schnitzler syndrome,377789; 557493,NA,C001; 557493; 377789; 37748,FALSE,NA,NA,"C024 ""150.0"" xsd:float",NA,icd10:l50.8; mesh:d019873; meddra:10062908; umls:c0524988,377789; 557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377496,LYR motif containing 7,410298,NA,C010; 410298; 377496,FALSE,NA,NA,NA,NA,ensembl:ensg00000186687; hgnc:28072; omim:615831; reactome:q5u5x0; swissprot:q5u5x0,410298,NA,NA,1460,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377556,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,410298,NA,C010; 410298; 377556,FALSE,NA,NA,NA,NA,ensembl:ensg00000150867; genatlas:pip4k2a; hgnc:8997; iuphar:2858; omim:603140; reactome:p48426; swissprot:p48426,410298,NA,585877,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377602,C-C motif chemokine receptor 6,410298,NA,C010; 410298; 377602,FALSE,NA,NA,NA,NA,ensembl:ensg00000112486; genatlas:ccr6; hgnc:1607; iuphar:63; omim:601835; reactome:p51684; swissprot:p51684,410298,NA,220402; 220393,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377662,STT3 oligosaccharyltransferase complex catalytic subunit A,410298,NA,C010; 410298; 377662,FALSE,NA,NA,NA,NA,ensembl:ensg00000134910; genatlas:stt3a; hgnc:6172; omim:601134; reactome:p46977; swissprot:p46977,410298,NA,NA,370921,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377672,STT3 oligosaccharyltransferase complex catalytic subunit B,410298,NA,C010; 410298; 377672,FALSE,NA,NA,NA,NA,ensembl:ensg00000163527; genatlas:stt3b; hgnc:30611; omim:608605; swissprot:q8tcj2,410298,NA,NA,370924,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377682,GDP-mannose pyrophosphorylase A,410298,NA,C010; 410298; 377682,FALSE,NA,NA,NA,NA,ensembl:ensg00000144591; genatlas:gmppa; hgnc:22923; omim:615495; reactome:q96ij6; swissprot:q96ij6,410298,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
377743,"NADH:ubiquinone oxidoreductase subunit A13",410298,NA,C010; 410298; 377743,FALSE,NA,NA,NA,NA,ensembl:ensg00000186010; genatlas:ndufa13; hgnc:17194; omim:609435; reactome:q9p0j0; swissprot:q9p0j0,410298,NA,NA,255241,NA,NA,NA,NA,146,NA,NA,NA,,,,,,,,,,,,
377752,ATP synthase mitochondrial F1 complex assembly factor 1,410298,NA,C010; 410298; 377752,FALSE,NA,NA,NA,NA,ensembl:ensg00000123472; genatlas:atpaf1; hgnc:18803; omim:608917; swissprot:q5tc12,410298,NA,NA,NA,254913,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
